PAYLOAD,FPORT
0012000700020DB6,2
0023000F00050DB6,2
0025001F000F0DB6,2
0031002C00130DB6,2
0041003600160DB6,2
004D004500160DB6,2
0067004600170DB6,2
007A0049001D0DB6,2
00880049002A0DB6,2
00960053002D0DB6,2
00B9005700320DB6,2
00C6005D004B0DB6,2
00E90067004B0DB6,2
0104006D00570DB6,2
01230076005A0DB6,2
0131008A00630DB6,2
013B0092007B0DB6,2
015A009600820DB6,2
017200A1008B0DB6,2
019300AB008E0DB6,2
019A00C0009F0DB6,2
01B100C300A20DB6,2
01C100C800AA0DB6,2
01CA00D900AD0DB6,2
01D900E500AE0DB6,2
01E600EA00B90DB6,2
020400FE00BE0DB6,2
020F011E00CA0DB6,2
022F012900D60DB6,2
024D012D00DE0DB6,2
0271012E00E20DB6,2
0293013300E60DB6,2
02B5013500EC0DB6,2
02C5014000F70DB6,2
02C9014201170DB6,2
02E50147011C0DB6,2
02FE014C01240DB6,2
0330014F012B0DB6,2
035B0151013A0DB6,2
03750162014B0DB6,2
0392016D014F0DB6,2
03A5017B015A0DB6,2
03B4018101700DB6,2
03B901A001780DB6,2
03C801AC017C0DB6,2
03D601B501850DB6,2
03F101B801870DB6,2
040301C401890DB6,2
041E01C5018D0DB6,2
044901DD018D0DB6,2
045C01F101AA0DB6,2
0473021101B80DB6,2
049C021B01BA0DB6,2
04B4022301CE0DB6,2
04CC023101DD0DB6,2
04DF023601DD0DB6,2
04EF023F01DE0DB6,2
0508023F01DE0DB6,2
0516024B01DE0DB6,2
0527025201DF0DB6,2
053F026201E90DB6,2
0552026802020DB6,2
057E026C02040DB6,2
0595027D02100DB6,2
05AC028902100DB6,2
05BD028E021D0DB6,2
05D80297021D0DB6,2
05F6029B02200DB6,2
061A02A002260DB6,2
064702A202260DB6,2
066402AE022C0DB6,2
066802BA023B0DB6,2
067E02BD02400DB6,2
068702C002540DB6,2
069902CD02550DB6,2
06AD02D2025B0DB6,2
06CD02D9025C0DB6,2
06DD02F0025D0DB6,2
06EF0305025D0DB6,2
07110310025E0DB6,2
0739031302600DB6,2
0755032002650DB6,2
077C032502670DB6,2
078A032C026B0DB6,2
078F033802720DB6,2
079F033902790DB6,2
07B6033B027A0DB6,2
07C90341027A0DB6,2
07DF034502800DB6,2
07EE035002860DB6,2
0800035B02890DB6,2
08160360028F0DB6,2
082D036802910DB6,2
0844036B02980DB6,2
0857037902980DB6,2
0869037902A80DB6,2
0887037A02AB0DB6,2
0897037C02BA0DB6,2
08AA039402BD0DB6,2
08C303A702BF0DB6,2
08E603AC02C50DB6,2
08ED03BA02CD0DB6,2
090203BF02CF0DB6,2
091A03C202D00DB6,2
092503CF02D60DB6,2
093C03D502D60DB6,2
096503E002D70DB6,2
097A03FD02DB0DB6,2
09A4040A02DB0DB6,2
09B2040C02E90DB6,2
09C4041402ED0DB6,2
09CA042B02EE0DB6,2
09DB042E02F80DB6,2
09EC043802FC0DB6,2
0A12043C02FE0DB6,2
0A38043C03030DB6,2
0A4C044E03090DB6,2
0A5F045103200DB6,2
0A79045303270DB6,2
0A850463032F0DB6,2
0AA4046703300DB6,2
0ABE046B03360DB6,2
