PAYLOAD,FPORT
00070008001B0DB6,2
0019001600250DB6,2
0031001800350DB6,2
0052001E00380DB6,2
0063002600430DB6,2
0067002700580DB6,2
0080003700580DB6,2
0090005000580DB6,2
009B0055006D0DB6,2
00AB006000770DB6,2
00CA006300790DB6,2
00E90067007A0DB6,2
010B0069007B0DB6,2
01280069007B0DB6,2
0140006E007D0DB6,2
015B006F007F0DB6,2
0175007100820DB6,2
017D007500950DB6,2
018E007E00950DB6,2
0198008A00990DB6,2
01A3009300A00DB6,2
01AE009B00A80DB6,2
01B000A500B80DB6,2
01D200B900B80DB6,2
01F200C000C60DB6,2
021400CE00CC0DB6,2
023200D700DF0DB6,2
024D00F500E00DB6,2
0265010C00ED0DB6,2
0290011500F00DB6,2
02AD012F00F10DB6,2
02C9014600F60DB6,2
02CD015201010DB6,2
02DB015D01050DB6,2
02F0016101090DB6,2
02FB016301180DB6,2
030C016B011B0DB6,2
0316016D012F0DB6,2
0326017A01320DB6,2
0333017C01450DB6,2
0349018401490DB6,2
0361018501520DB6,2
0376019C01590DB6,2
039301B1015A0DB6,2
03BB01BC015B0DB6,2
03DC01C0015D0DB6,2
03EE01D3015F0DB6,2
03FC01DB016F0DB6,2
040901E7017D0DB6,2
042101F6017D0DB6,2
0429020C01810DB6,2
043A020D01890DB6,2
043D0221019A0DB6,2
044C0237019D0DB6,2
0455023F01AC0DB6,2
045F025401AC0DB6,2
0476025C01AC0DB6,2
047F027301AC0DB6,2
04A0027D01B00DB6,2
04C5028601B10DB6,2
04F2028701B30DB6,2
0501028D01BE0DB6,2
0505029701CF0DB6,2
050C02AD01D10DB6,2
051F02B901D20DB6,2
053202C301D50DB6,2
053D02E001DB0DB6,2
054F02FA01DF0DB6,2
0572030401E20DB6,2
057F030C01E70DB6,2
058E031401EB0DB6,2
059C031A01F20DB6,2
05AE031F01F60DB6,2
05B7032502010DB6,2
05C8033802060DB6,2
05D9034A020D0DB6,2
05ED035802150DB6,2
05FB036E021C0DB6,2
0609038602280DB6,2
061403AB02290DB6,2
063B03AE02320DB6,2
065603C402340DB6,2
067803C8023D0DB6,2
069F03CB02440DB6,2
06B103E602480DB6,2
06BB03E902730DB6,2
06DF03FD02730DB6,2
06FB0401028D0DB6,2
070B0412028E0DB6,2
07250419028F0DB6,2
073D042202900DB6,2
07510425029C0DB6,2
075A043002A70DB6,2
0776043102A90DB6,2
0784043602B50DB6,2
078C043802C90DB6,2
0799043902DA0DB6,2
07A8044C02EC0DB6,2
07C3046302EF0DB6,2
07D6047902FA0DB6,2
07DF048A03060DB6,2
07EC049E030B0DB6,2
07F904B3030F0DB6,2
080C04C503100DB6,2
081A04D203160DB6,2
083304D7031A0DB6,2
084C04D903210DB6,2
086804DB03260DB6,2
088604DE03280DB6,2
08AE04E7032A0DB6,2
08C004F203400DB6,2
08D8050703480DB6,2
08E90522034E0DB6,2
090D0522035D0DB6,2
0925052B03700DB6,2
0940052C037D0DB6,2
094C053C03890DB6,2
096A053F03920DB6,2
097D054C039B0DB6,2
